start_time,stop_time,delay,jitter,dlMaxRetxThreshold,dlPollByte,dlPollPDU,dlTPollRetr,dlTProhib,dlTReassembly,ulMaxRetxThreshold,ulPollByte,ulPollPDU,ulTPollRetr,ulTProhib,ulTReassembly
2023-09-24T09:50:00Z,2023-09-24T09:50:10Z,6784530.01369863,897518.309859155,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:50:10Z,2023-09-24T09:50:20Z,6803161.54929577,887491.549295775,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:50:20Z,2023-09-24T09:50:30Z,6798976.44927536,913097.05882353,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:50:30Z,2023-09-24T09:50:40Z,6802807.30555556,901705.555555555,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:50:40Z,2023-09-24T09:50:50Z,6810069.45945946,892477.777777778,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:50:50Z,2023-09-24T09:51:00Z,6787842.52702703,889433.783783784,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:51:00Z,2023-09-24T09:51:10Z,6803316.73972603,889323.287671233,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:51:10Z,2023-09-24T09:51:20Z,6797597.83561644,888687.323943662,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:51:20Z,2023-09-24T09:51:30Z,6799213.12162162,901640.540540541,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:51:30Z,2023-09-24T09:51:40Z,6797496.21917808,889275.342465754,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:51:40Z,2023-09-24T09:51:50Z,6800076.90277778,894651.388888889,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:51:50Z,2023-09-24T09:52:00Z,6290843.98507463,1262122.3880597,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:52:00Z,2023-09-24T09:52:10Z,6002714.625,1499812.67605634,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:52:10Z,2023-09-24T09:52:20Z,6000730.34722222,1500004.28571429,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:52:20Z,2023-09-24T09:52:30Z,6008646.09589041,1500220.83333333,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:52:30Z,2023-09-24T09:52:40Z,5990796.83783784,1500082.19178082,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:52:40Z,2023-09-24T09:52:50Z,6006791.67123288,1500098.61111111,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:52:50Z,2023-09-24T09:53:00Z,5997005.05405405,1500231.50684932,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:53:00Z,2023-09-24T09:53:10Z,5996281.24324324,1499870.27027027,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:53:10Z,2023-09-24T09:53:20Z,6005175.38356164,1499868.05555556,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:53:20Z,2023-09-24T09:53:30Z,5995947.64383562,1500114.08450704,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:53:30Z,2023-09-24T09:53:40Z,6006495.20547945,1499677.14285714,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:53:40Z,2023-09-24T09:53:50Z,5998231.40277778,1500417.14285714,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:53:50Z,2023-09-24T09:54:00Z,5999829.09859155,1499934.28571429,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:54:00Z,2023-09-24T09:54:10Z,6001813.86486487,1499729.72972973,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:54:10Z,2023-09-24T09:54:20Z,5998127.08333333,1499853.52112676,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:54:20Z,2023-09-24T09:54:30Z,5999739.2027027,1499287.67123288,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:54:30Z,2023-09-24T09:54:40Z,6001097.73913044,1499947.05882353,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:54:40Z,2023-09-24T09:54:50Z,5996973.78082192,1500252.77777778,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:54:50Z,2023-09-24T09:55:00Z,6014581.72463768,1480521.73913043,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:55:00Z,2023-09-24T09:55:10Z,5995049.38356164,1500152.11267606,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:55:10Z,2023-09-24T09:55:20Z,6000892.15714286,1500265.71428571,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:55:20Z,2023-09-24T09:55:30Z,5996993.22972973,1500295.94594595,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:55:30Z,2023-09-24T09:55:40Z,6011009.30985916,1470746.37681159,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:55:40Z,2023-09-24T09:55:50Z,6007589.41891892,1500471.23287671,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:55:50Z,2023-09-24T09:56:00Z,5991846.32432432,1499887.67123288,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:56:00Z,2023-09-24T09:56:10Z,6002989.375,1500247.22222222,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:56:10Z,2023-09-24T09:56:20Z,5990122.28985507,1500551.47058824,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:56:20Z,2023-09-24T09:56:30Z,5999146.18055556,1500205.55555556,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:56:30Z,2023-09-24T09:56:40Z,5997041.56756757,1500301.35135135,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:56:40Z,2023-09-24T09:56:50Z,5994680.65753425,1500175.34246575,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:56:50Z,2023-09-24T09:57:00Z,5998670.86111111,1499938.02816901,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:57:00Z,2023-09-24T09:57:10Z,5997369.5890411,1499852.05479452,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:57:10Z,2023-09-24T09:57:20Z,5990834.41666667,1500136.61971831,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:57:20Z,2023-09-24T09:57:30Z,5999322.90140845,1500238.57142857,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:57:30Z,2023-09-24T09:57:40Z,5995633.09589041,1499997.22222222,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:57:40Z,2023-09-24T09:57:50Z,5996019.16438356,1500184.93150685,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:57:50Z,2023-09-24T09:58:00Z,5992726.34666667,1500037.33333333,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:58:00Z,2023-09-24T09:58:10Z,5990297.33802817,1499712.67605634,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:58:10Z,2023-09-24T09:58:20Z,6005092.35616438,1486902.73972603,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:58:20Z,2023-09-24T09:58:30Z,6007455.76388889,1456459.72222222,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:58:30Z,2023-09-24T09:58:40Z,5994976.07042254,1500176.05633803,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:58:40Z,2023-09-24T09:58:50Z,5808064.54794521,1849291.78082192,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
2023-09-24T09:58:50Z,2023-09-24T09:59:00Z,5744464.42465753,2000386.30136986,t6,kB8,p24576,ms500,ms800,ms170,t2,mB14,p256,ms120,ms250,ms55
